theme_id,theme_name,code,name
595,우주태양광(페로브스카이트 등),078600,대주전자재료
595,우주태양광(페로브스카이트 등),086390,유니테스트
595,우주태양광(페로브스카이트 등),171090,선익시스템
595,우주태양광(페로브스카이트 등),241770,메카로
595,우주태양광(페로브스카이트 등),255440,야스
595,우주태양광(페로브스카이트 등),322000,HD현대에너지솔루션
595,우주태양광(페로브스카이트 등),357550,석경에이티
595,우주태양광(페로브스카이트 등),489500,엘케이켐
200,우주항공산업(누리호/인공위성 등),000880,한화
200,우주항공산업(누리호/인공위성 등),001430,세아베스틸지주
200,우주항공산업(누리호/인공위성 등),003490,대한항공
200,우주항공산업(누리호/인공위성 등),007660,이수페타시스
200,우주항공산업(누리호/인공위성 등),010820,퍼스텍
200,우주항공산업(누리호/인공위성 등),012450,한화에어로스페이스
200,우주항공산업(누리호/인공위성 등),030520,한컴
200,우주항공산업(누리호/인공위성 등),042370,비츠로테크
200,우주항공산업(누리호/인공위성 등),044490,태웅
200,우주항공산업(누리호/인공위성 등),045100,한양이엔지
200,우주항공산업(누리호/인공위성 등),047810,한국항공우주
200,우주항공산업(누리호/인공위성 등),056190,SFA
200,우주항공산업(누리호/인공위성 등),064350,현대로템
200,우주항공산업(누리호/인공위성 등),077360,덕산하이메탈
200,우주항공산업(누리호/인공위성 등),079550,LIG디펜스앤에어로스페이스
200,우주항공산업(누리호/인공위성 등),089980,상아프론테크
200,우주항공산업(누리호/인공위성 등),099320,쎄트렉아이
200,우주항공산업(누리호/인공위성 등),189300,인텔리안테크
200,우주항공산업(누리호/인공위성 등),211270,AP위성
200,우주항공산업(누리호/인공위성 등),225190,LK삼양
200,우주항공산업(누리호/인공위성 등),272210,한화시스템
200,우주항공산업(누리호/인공위성 등),272290,이녹스첨단소재
200,우주항공산업(누리호/인공위성 등),274090,켄코아에어로스페이스
200,우주항공산업(누리호/인공위성 등),288180,케이피항공산업
200,우주항공산업(누리호/인공위성 등),294630,서남
200,우주항공산업(누리호/인공위성 등),295310,에이치브이엠
200,우주항공산업(누리호/인공위성 등),321370,센서뷰
200,우주항공산업(누리호/인공위성 등),347700,스피어
200,우주항공산업(누리호/인공위성 등),354320,알멕
200,우주항공산업(누리호/인공위성 등),361390,제노코
200,우주항공산업(누리호/인공위성 등),368770,파이버프로
200,우주항공산업(누리호/인공위성 등),451760,컨텍
200,우주항공산업(누리호/인공위성 등),462350,이노스페이스
200,우주항공산업(누리호/인공위성 등),474170,루미르
200,우주항공산업(누리호/인공위성 등),478340,나라스페이스테크놀로지
200,우주항공산업(누리호/인공위성 등),487400,케이앤에스아이앤씨
200,우주항공산업(누리호/인공위성 등),488900,비츠로넥스텍
149,원격진료/비대면진료(U-Healthcare),005250,녹십자홀딩스
149,원격진료/비대면진료(U-Healthcare),032620,GC메디아이
149,원격진료/비대면진료(U-Healthcare),032680,소프트센
149,원격진료/비대면진료(U-Healthcare),032850,비트컴퓨터
149,원격진료/비대면진료(U-Healthcare),033230,인성정보
149,원격진료/비대면진료(U-Healthcare),038290,마크로젠
149,원격진료/비대면진료(U-Healthcare),039860,나노엔텍
149,원격진료/비대면진료(U-Healthcare),041830,인바디
149,원격진료/비대면진료(U-Healthcare),071200,인피니트헬스케어
149,원격진료/비대면진료(U-Healthcare),078160,메디포스트
149,원격진료/비대면진료(U-Healthcare),085660,차바이오텍
149,원격진료/비대면진료(U-Healthcare),099750,이지케어텍
149,원격진료/비대면진료(U-Healthcare),100120,뷰웍스
149,원격진료/비대면진료(U-Healthcare),131370,알서포트
149,원격진료/비대면진료(U-Healthcare),263700,케어랩스
149,원격진료/비대면진료(U-Healthcare),290660,다이나믹솔루션
149,원격진료/비대면진료(U-Healthcare),322510,제이엘케이
149,원격진료/비대면진료(U-Healthcare),347700,스피어
149,원격진료/비대면진료(U-Healthcare),365660,레몬헬스케어
149,원격진료/비대면진료(U-Healthcare),393210,토마토시스템
149,원격진료/비대면진료(U-Healthcare),439580,블루엠텍
149,원격진료/비대면진료(U-Healthcare),458870,씨어스
205,원자력발전,000720,현대건설
205,원자력발전,001440,대한전선
205,원자력발전,006360,GS건설
205,원자력발전,006910,보성파워텍
205,원자력발전,007460,에이프로젠
205,원자력발전,010120,LS ELECTRIC
205,원자력발전,011700,한신기계
205,원자력발전,012210,삼미금속
205,원자력발전,013030,하이록코리아
205,원자력발전,014620,성광벤드
205,원자력발전,015760,한국전력
205,원자력발전,019990,에너토크
205,원자력발전,023160,태광
205,원자력발전,032820,우리기술
205,원자력발전,034020,두산에너빌리티
205,원자력발전,036190,금화피에스시
205,원자력발전,036640,HRS
205,원자력발전,038010,제일테크노스
205,원자력발전,040610,SG&G
205,원자력발전,044490,태웅
205,원자력발전,045100,한양이엔지
205,원자력발전,046120,오르비텍
205,원자력발전,047040,대우건설
205,원자력발전,051600,한전KPS
